Group,Genus species,brain mass,Ref. brain mass,body mass,Ref. body mass,hibernation,Ref. hibernation,diurnality,Ref. diurnality,substrate use,Ref. substrate use,diet,Ref. diet,mid-latitude of geographical distribution ,Ref. mid-latitude of geographical distribution
Primates,Galago thomasi,3.01,van Woerden et al 2010,116.00,van Woerden et al 2010,0,van Woerden et al 2010,0,Jones et al 2009,4,Animal Diversity Web,4,Animal Diversity Web,-1.31,Jones et al 2009
Primates,Galago zanzibaricus,3.50,Isler and van Schaik 2012,143.00,Isler and van Schaik 2012,0,van Woerden et al 2010,0,Isler and van Schaik 2012,4,Isler and van Schaik 2012,3,Isler and van Schaik 2012,-11.84,Jones et al 2009
Primates,Gorilla beringei,480.20,Isler and van Schaik 2012,97500.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,1,Isler and van Schaik 2012,-1.78,Jones et al 2009
Primates,Gorilla gorilla,455.90,Isler and van Schaik 2012,71500.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,1,Isler and van Schaik 2012,0.88,Jones et al 2009
Primates,Hapalemur griseus,14.10,Isler and van Schaik 2012,709.00,Isler and van Schaik 2012,0,van Woerden et al 2010,0,Isler and van Schaik 2012,4,Isler and van Schaik 2012,1,Isler and van Schaik 2012,-19.45,Jones et al 2009
Primates,Hylobates agilis,87.90,van Woerden et al 2012,5820.00,van Woerden et al 2012,0,van Woerden et al 2010,1,Animal Diversity Web,4,Animal Diversity Web,2,Animal Diversity Web,0.16,Jones et al 2009
Primates,Hylobates klossii,88.50,van Woerden et al 2012,5920.00,van Woerden et al 2012,0,Botero et al 2013,1,Animal Diversity Web,4,Animal Diversity Web,2,Animal Diversity Web,-2.13,Jones et al 2009
Primates,Hylobates lar,101.90,Isler and van Schaik 2012,5595.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,2,Isler and van Schaik 2012,13.68,Jones et al 2009
Primates,Hylobates moloch,92.72,van Woerden 2010,6577.00,Isler et al 2008,0,Botero et al 2013,1,Animal Diversity Web,4,Animal Diversity Web,2,Animal Diversity Web,-7.00,Jones et al 2009
Primates,Hylobates muelleri,92.80,van Woerden et al 2012,5670.00,van Woerden et al 2012,0,Botero et al 2013,1,Animal Diversity Web,4,Animal Diversity Web,2,Animal Diversity Web,1.13,Jones et al 2009
Primates,Hylobates pileatus,90.50,Heldstab et al 2016,5470.00,Isler et al 2008,0,Botero et al 2013,1,Animal Diversity Web,4,Heldstab et al 2016,2,Animal Diversity Web,12.92,Jones et al 2009
Primates,Indri indri,34.80,Isler and van Schaik 2012,6335.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,1,Isler and van Schaik 2012,-17.23,Jones et al 2009
Primates,Lagothrix cana,96.30,van Woerden 2010,7160.00,Isler et al 2008,0,van Woerden et al 2010,1,All the World's Primates,4,Jones et al 2009,2,Wilman et al 2014,-8.39,Jones et al 2009
Primates,Lagothrix lagotricha,98.00,Isler and van Schaik 2012,7020.00,Isler and van Schaik 2012,0,van Woerden et al 2010,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,2,Isler and van Schaik 2012,0.02,Jones et al 2009
Primates,Lemur catta,22.90,Isler and van Schaik 2012,2210.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,2,Isler and van Schaik 2012,-23.05,Jones et al 2009
Primates,Leontopithecus rosalia,12.80,Isler and van Schaik 2012,609.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,3,Isler and van Schaik 2012,-22.10,Jones et al 2009
Primates,Lepilemur leucopus,6.71,van Woerden 2010,605.50,Isler et al 2008,0,Botero et al 2013,0,Jones et al 2009,4,Jones et al 2009,1,Animal Diversity Web,-24.50,Jones et al 2009
Primates,Lepilemur mustelinus,9.56,van Woerden et al 2010,712.00,van Woerden et al 2010,0,Botero et al 2013,0,Jones et al 2009,4,Jones et al 2009,1,Animal Diversity Web,-15.86,Jones et al 2009
Primates,Lepilemur ruficaudatus,7.56,van Woerden et al 2010,725.00,van Woerden et al 2010,0,Botero et al 2013,0,Jones et al 2009,4,Jones et al 2009,1,All the World's Primates,-21.58,Jones et al 2009
Primates,Lophocebus albigena,90.70,van Woerden et al 2012,5976.00,van Woerden et al 2012,0,van Woerden et al 2010,1,Jones et al 2009,4,Jones et al 2009,2,All the World's Primates,0.22,Jones et al 2009
Primates,Lophocebus aterrimus,87.60,van Woerden 2010,5760.00,Isler et al 2008,0,Botero et al 2013,1,Jones et al 2009,4,Jones et al 2009,2,All the World's Primates,-1.65,Jones et al 2009
Primates,Loris lydekkerianus,6.30,Isler and van Schaik 2012,267.00,Isler and van Schaik 2012,0,van Woerden et al 2010,0,Isler and van Schaik 2012,4,Isler and van Schaik 2012,3,Isler and van Schaik 2012,13.75,Jones et al 2009
Primates,Loris tardigradus,5.90,Isler and van Schaik 2012,193.00,Isler and van Schaik 2012,0,van Woerden et al 2010,0,Isler and van Schaik 2012,4,Isler and van Schaik 2012,3,Isler and van Schaik 2012,6.75,Jones et al 2009
Primates,Macaca arctoides,99.80,Isler and van Schaik 2012,8400.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,17.16,Jones et al 2009
Primates,Macaca assamensis,89.60,van Woerden et al 2012,7031.00,van Woerden et al 2012,0,Botero et al 2013,1,Animal Diversity Web,4,Rowe and Myers 2016,2,All the World's Primates,23.01,Jones et al 2009
Primates,Macaca fascicularis,62.10,Isler and van Schaik 2012,3518.00,Isler and van Schaik 2012,0,van Woerden et al 2010,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4.13,Jones et al 2009
Primates,Macaca fuscata,96.80,Isler and van Schaik 2012,8030.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,35.88,Jones et al 2009
Primates,Macaca leonina,82.12,Isler et al 2008,4762.67,Isler et al 2008,0,van Woerden et al 2010,1,All the World's Primates,3,All the World's Primates,2,All the World's Primates,17.59,Jones et al 2009
Primates,Macaca maura,87.37,van Woerden et al 2010,5565.38,Watanabe 1987,0,Botero et al 2013,1,Jones et al 2009,3,Jones et al 2009,2,All the World's Primates,-4.98,Jones et al 2009
Primates,Macaca mulatta,84.30,Isler and van Schaik 2012,5670.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,25.07,Jones et al 2009
Primates,Macaca nemestrina,100.70,Isler and van Schaik 2012,6539.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3.04,Jones et al 2009
Primates,Macaca nigra,80.20,van Woerden et al 2012,5470.00,van Woerden et al 2012,0,Botero et al 2013,1,Animal Diversity Web,3,Jones et al 2009,3,Animal Diversity Web,1.01,Jones et al 2009
Primates,Macaca radiata,69.40,Isler and van Schaik 2012,3855.67,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,14.59,Jones et al 2009
Primates,Macaca silenus,78.00,van Woerden 2010,6100.00,Isler et al 2008,0,Botero et al 2013,1,Jones et al 2009,3,Rowe and Myers 2011,3,Wilman et al 2014,13.19,Jones et al 2009
Primates,Macaca sylvanus,92.90,Isler and van Schaik 2012,9625.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,2,Isler and van Schaik 2012,7.87,Jones et al 2009
Primates,Macaca tonkeana,93.70,Heldstab et al 2016,8135.00,Supriatna 1991 and Hamada 1995,0,van Woerden et al 2010,1,Jones et al 2009,3,Heldstab et al 2016,2,All the World's Primates,-1.10,Jones et al 2009
Primates,Mandrillus leucophaeus,126.30,van Woerden et al 2012,8840.00,van Woerden et al 2012,0,van Woerden et al 2010,1,Animal Diversity Web,3,Jones et al 2009,3,Jones et al 2009,5.21,Jones et al 2009
Primates,Mandrillus sphinx,137.30,Heldstab et al 2016,8957.00,Isler and van Schaik 2009,0,van Woerden et al 2010,1,Animal Diversity Web,3,Heldstab et al 2016,3,Animal Diversity Web,-0.76,Jones et al 2009
Primates,Microcebus murinus,1.60,Isler and van Schaik 2012,65.10,Isler and van Schaik 2012,1,Botero et al 2013,0,Jones et al 2009,4,Isler and van Schaik 2012,3,Isler and van Schaik 2012,-18.95,Jones et al 2009
Primates,Microcebus rufus,1.72,Heldstab et al 2016,43.00,Isler et al 2008,1,Botero et al 2013,0,Jones et al 2009,4,Heldstab et al 2016,3,Wilman et al 2014,-19.32,Jones et al 2009
Primates,Miopithecus talapoin,34.76,Isler and van Schaik 2012,1560.00,Isler and van Schaik 2012,0,van Woerden et al 2010,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,3,Isler and van Schaik 2012,-7.68,Jones et al 2009
Primates,Mirza coquereli,5.32,Heldstab et al 2016,311.50,Isler et al 2008,0,Schülke and Ostner 2007,0,Myers et al 2006,4,Heldstab et al 2016,3,Wilman et al 2014,-18.34,Jones et al 2009
Primates,Nasalis larvatus,83.80,Isler and van Schaik 2012,9729.65,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,1,Isler and van Schaik 2012,1.42,Jones et al 2009
Primates,Nomascus gabriellae,115.80,van Woerden et al 2012,7320.00,van Woerden et al 2012,0,van Woerden et al 2010,1,Animal Diversity Web,4,Animal Diversity Web,2,Animal Diversity Web,11.75,Jones et al 2009
Primates,Nomascus leucogenys,121.97,van Woerden et al 2010,6520.00,Deputte 1981,0,Botero et al 2013,1,Animal Diversity Web,4,Animal Diversity Web,2,Animal Diversity Web,20.91,Jones et al 2009
Primates,Nycticebus bengalensis,13.50,Isler and van Schaik 2012,1060.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,4,Isler and van Schaik 2012,3,Isler and van Schaik 2012,17.86,Jones et al 2009
Primates,Nycticebus coucang,10.10,Isler and van Schaik 2012,652.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,4,Isler and van Schaik 2012,3,Isler and van Schaik 2012,0.27,Jones et al 2009
Primates,Nycticebus pygmaeus,7.20,Isler and van Schaik 2012,307.00,Isler and van Schaik 2012,1,Ruf et al 2015,0,Isler and van Schaik 2012,4,Isler and van Schaik 2012,3,Isler and van Schaik 2012,16.94,Jones et al 2009
Primates,Otolemur crassicaudatus,11.84,van Woerden et al 2010,1150.00,van Woerden et al 2010,0,van Woerden et al 2010,0,Animal Diversity Web,4,Animal Diversity Web,2,Animal Diversity Web,-14.71,Jones et al 2009
Primates,Otolemur garnettii,10.20,Heldstab et al 2016,1188.00,van Woerden 2010,0,van Woerden et al 2010,0,Myers et al 2006,4,Heldstab et al 2016,3,Wilman et al 2014,-4.61,Jones et al 2009
Primates,Pan paniscus,326.25,Isler and van Schaik 2012,33200.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,-1.66,Jones et al 2009
Primates,Pan troglodytes,350.50,Isler and van Schaik 2012,40366.70,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,2.20,Jones et al 2009
Primates,Papio anubis,152.40,Isler and van Schaik 2012,13300.00,Isler and van Schaik 2012,0,van Woerden et al 2010,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,8.04,Jones et al 2009
Primates,Papio cynocephalus,156.10,Isler and van Schaik 2012,12000.00,Isler and van Schaik 2012,0,van Woerden et al 2010,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,-5.96,Jones et al 2009
Primates,Papio hamadryas,133.00,Isler and van Schaik 2012,10300.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,12.72,Jones et al 2009
Primates,Papio ursinus,165.00,Isler and van Schaik 2012,14800.00,Isler and van Schaik 2012,0,van Woerden et al 2010,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,-24.42,Jones et al 2009
Primates,Perodicticus potto,12.40,Isler and van Schaik 2012,835.00,Isler and van Schaik 2012,0,van Woerden et al 2010,0,Isler and van Schaik 2012,4,Isler and van Schaik 2012,3,Isler and van Schaik 2012,1.77,Jones et al 2009
Primates,Phaner furcifer,6.75,van Woerden et al 2010,327.00,van Woerden et al 2010,0,Schülke and Ostner 2007,0,Jones et al 2009,4,Jones et al 2009,1,Animal Diversity Web,-15.35,Jones et al 2009
Primates,Phaner pallescens,6.59,van Woerden et al 2010,327.00,van Woerden et al 2010,0,Schülke and Ostner 2007,0,Jones et al 2009,4,All the World's Primates,1,All the World's Primates,-19.15,Jones et al 2009
Primates,Piliocolobus badius,61.52,van Woerden 2010,7132.50,van Woerden 2010,0,van Woerden et al 2010,1,Animal Diversity Web,4,Animal Diversity Web,1,Animal Diversity Web,9.69,Jones et al 2009
Primates,Piliocolobus kirkii,55.50,Isler et al 2008,5133.33,van Woerden 2010,0,van Woerden et al 2010,1,Animal Diversity Web,4,Animal Diversity Web,1,Animal Diversity Web,-6.09,Jones et al 2009
Primates,Pithecia monachus,36.90,Isler and van Schaik 2012,2110.00,Isler and van Schaik 2012,0,van Woerden et al 2010,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,2,Isler and van Schaik 2012,-6.29,Jones et al 2009
Primates,Pithecia pithecia,32.60,Isler and van Schaik 2012,1580.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,2,Isler and van Schaik 2012,2.92,Jones et al 2009
Primates,Pongo abelii,341.20,Isler and van Schaik 2012,41148.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,2,Isler and van Schaik 2012,3.80,Jones et al 2009
Primates,Pongo pygmaeus,337.70,Isler and van Schaik 2012,36947.64,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,2,Isler and van Schaik 2012,1.33,Jones et al 2009
Primates,Presbytis comata,80.30,Isler and van Schaik 2012,6695.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,1,Isler and van Schaik 2012,-6.77,Jones et al 2009
Primates,Presbytis femoralis,70.23,van Woerden 2010,6803.80,van Woerden 2010,0,van Woerden et al 2010,1,Jones et al 2009,4,Jones et al 2009,2,All the World's Primates,5.37,Jones et al 2009
Primates,Presbytis frontata,73.13,van Woerden et al 2012,6889.00,van Woerden et al 2012,0,Botero et al 2013,1,Jones et al 2009,4,Jones et al 2009,1,All the World's Primates,-0.23,Jones et al 2009
Primates,Presbytis melalophos,59.20,Isler and van Schaik 2012,6567.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,1,Isler and van Schaik 2012,-3.33,Jones et al 2009
Primates,Presbytis rubicunda,68.77,van Woerden et al 2012,6223.00,van Woerden et al 2012,0,Botero et al 2013,1,Jones et al 2009,4,Jones et al 2009,2,All the World's Primates,1.42,Jones et al 2009
Primates,Presbytis siamensis,57.18,van Woerden et al 2012,6366.43,van Woerden et al 2012,0,Botero et al 2013,1,Jones et al 2009,4,Jones et al 2009,2,All the World's Primates,1.80,Jones et al 2009
Primates,Presbytis thomasi,64.70,van Woerden et al 2012,6350.00,van Woerden et al 2012,0,Botero et al 2013,1,Jones et al 2009,4,Jones et al 2009,2,Animal Diversity Web,4.45,Jones et al 2009
Primates,Procolobus verus,51.63,van Woerden et al 2012,3707.00,van Woerden et al 2012,0,Botero et al 2013,1,Animal Diversity Web,4,Animal Diversity Web,1,Animal Diversity Web,7.00,Jones et al 2009
Primates,Prolemur simus,26.23,van Woerden et al 2010,2244.00,Tan 2000,0,van Woerden et al 2010,0,Jones et al 2009,4,Animal Diversity Web,1,Animal Diversity Web,-21.76,Jones et al 2009
Primates,Propithecus coquereli,27.37,Heldstab et al 2016,3860.00,Kappeler 1991 and Ravosa 1993,0,Botero et al 2013,1,Myers et al 2006,4,Heldstab et al 2016,2,Wilman et al 2014,-15.49,Jones et al 2009
Primates,Propithecus deckenii,27.76,van Woerden et al 2010,3430.00,van Woerden et al 2010,0,van Woerden et al 2010,1,Jones et al 2009,4,Jones et al 2009,1,All the World's Primates,-17.67,Jones et al 2009
Primates,Propithecus diadema,38.47,van Woerden et al 2010,6500.00,van Woerden et al 2010,0,van Woerden et al 2010,1,Jones et al 2009,4,Jones et al 2009,1,Animal Diversity Web,-17.00,Jones et al 2009
Primates,Propithecus edwardsi,39.50,Isler and van Schaik 2012,5682.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,2,Isler and van Schaik 2012,-21.39,Jones et al 2009
Primates,Propithecus verreauxi,26.20,Isler and van Schaik 2012,2955.00,Isler and van Schaik 2012,0,van Woerden et al 2010,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,2,Isler and van Schaik 2012,-22.63,Jones et al 2009
Primates,Pygathrix nemaeus,81.10,Isler and van Schaik 2012,8440.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,1,Isler and van Schaik 2012,16.63,Jones et al 2009
Primates,Pygathrix nigripes,83.70,van Woerden et al 2010,8884.20,Vu and Willisin 2011,0,Botero et al 2013,1,Animal Diversity Web,4,Animal Diversity Web,1,Animal Diversity Web,12.59,Jones et al 2009
Primates,Rhinopithecus bieti,114.71,van Woerden et al 2010,9100.00,Kirkpatrick 1998,0,Botero et al 2013,1,Jones et al 2009,3,Jones et al 2009,1,All the World's Primates,28.69,Jones et al 2009
Primates,Saguinus fuscicollis,7.90,Isler and van Schaik 2012,401.00,Isler and van Schaik 2012,0,van Woerden et al 2010,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,3,Isler and van Schaik 2012,-5.28,Jones et al 2009
Primates,Saguinus geoffroyi,10.09,Isler and van Schaik 2012,517.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,3,Isler and van Schaik 2012,6.88,Jones et al 2009
Primates,Saguinus leucopus,9.81,van Woerden 2010,525.00,van Woerden 2010,0,Botero et al 2013,1,All the World's Primates,4,All the World's Primates,2,All the World's Primates,6.30,Jones et al 2009
Primates,Saguinus midas,9.81,van Woerden 2010,535.00,Isler et al 2008,0,Botero et al 2013,1,Jones et al 2009,4,Jones et al 2009,2,All the World's Primates,-0.17,Jones et al 2009
Primates,Saguinus mystax,11.10,Isler and van Schaik 2012,584.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,3,Isler and van Schaik 2012,-6.23,Jones et al 2009
Primates,Saguinus niger,9.48,Isler et al 2008,375.00,Isler et al 2008,0,van Woerden et al 2010,1,All the World's Primates,4,All the World's Primates,2,All the World's Primates,-2.78,Jones et al 2009
Primates,Saguinus nigricollis,8.90,Isler and van Schaik 2012,476.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,3,Isler and van Schaik 2012,-3.04,Jones et al 2009
